,catid,ra_obj,dec_obj,ra_ifu,dec_ifu,r_petro,r_auto,z_tonry,z_spec,m_r,r_e,mu_within_1re,mu_1re,mu_2re,ellip,pa,mstar,g_i,a_g,surv_sami,bad_class
4998,209546,133.86029833,0.06168212,133.86029833,0.06168212,16.521,16.466,0.10903,0.10791,-22.18,3.67,20.84,22.36,23.92,0.3151,11.639999,10.91,1.19,0.182,4,0
4999,71063,182.88361495,0.1318303,182.88361495,0.1318303,15.499,15.566,0.08091,0.07964,-22.37,3.78,20.33,21.85,23.41,0.0291,64.78999,11.14,1.34,0.099,8,1
5000,382215,135.74724487,2.0123424,135.74724487,2.0123424,17.143,17.09,0.07164,0.07054,-20.54,2.97,20.62,22.15,23.71,0.5151,133.37,10.37,1.25,0.191,3,0
5001,319293,214.00746672,1.91659509,214.00746672,1.91659509,16.658,16.639,0.05515,0.05426,-20.39,3.17,20.9,22.42,23.98,0.1648,7.169998,10.29,1.2,0.181,8,0
5002,37061,216.32251164,-1.05173318,216.32251164,-1.05173318,16.015,16.008,0.10523,0.10433,-22.54,5.76,21.55,23.07,24.63,0.1188,81.549995,11.11,1.25,0.192,4,0
5003,106839,217.50239169,1.04608713,217.50239169,1.04608713,14.596,14.596,0.03055,0.02974,-21.08,5.91,19.93,21.45,23.01,0.3629,59.15999,10.54,1.12,0.133,8,0
5004,55097,180.49182664,-0.32006537,180.49182664,-0.32006537,15.805,15.883,0.09531,0.094,-22.44,4.91,21.02,22.54,24.1,0.0359,5.899994,11.18,1.39,0.095,4,0
5005,210346,137.89669497,0.06609023,137.89669497,0.06609023,18.431,18.425,0.05523,0.05412,-18.61,1.61,20.84,22.37,23.93,0.4067,0.4500122,9.49,1.08,0.095,3,0
5006,373235,140.00468319,1.28997081,140.00468319,1.28997081,17.415,17.425,0.08851,0.08734,-20.71,1.84,20.4,21.93,23.49,0.1719,117.25,10.38,1.23,0.1,3,0
5007,39712,177.96879119,-0.73067007,177.96879119,-0.73067007,15.652,15.56,0.10708,0.10575,-23.06,5.64,20.76,22.29,23.85,0.2995,149.34,11.47,1.46,0.081,4,0
5008,301599,134.49178662,1.19852465,134.49178662,1.19852465,15.822,15.81,0.07418,0.07309,-21.91,3.73,20.49,22.02,23.58,0.1141,33.98999,10.94,1.3,0.171,8,0
5009,387553,136.81124288,2.44269688,136.81124288,2.44269688,15.422,15.28,0.05251,0.05142,-21.63,3.7,20.05,21.58,23.14,0.0794,70.94,10.84,1.26,0.127,8,0
5010,508268,216.52017589,-1.53893514,216.52017589,-1.53893514,16.519,16.479,0.0557,0.05484,-20.54,7.58,22.22,23.75,25.31,0.3404,37.270004,10.25,1.07,0.179,8,0
5011,511892,216.55726194,-1.19000252,216.55726194,-1.19000252,15.454,15.399,0.05611,0.05525,-21.67,5.99,20.85,22.38,23.94,0.24,119.14,10.86,1.28,0.143,8,0
5012,380671,129.48414143,1.78305676,129.48414143,1.78305676,17.759,17.115,0.07421,0.07319,-20.59,5.5,22.94,24.46,26.02,0.0706,45.020004,10.36,1.22,0.186,3,3
5013,85559,182.95308783,0.61465616,182.95308783,0.61465616,16.462,16.435,0.07984,0.07857,-21.44,3.75,21.06,22.59,24.15,0.1058,101.399994,10.65,1.16,0.103,3,0
5014,550754,137.27157974,-0.51444128,137.27157974,-0.51444128,16.582,16.558,0.0945,0.09335,-21.72,2.07,19.8,21.33,22.88,0.2042,1.0899963,10.84,1.32,0.117,3,0
5015,184977,178.62735651,-1.53709893,178.62735651,-1.53709893,16.014,16.062,0.08382,0.08252,-21.93,13.22,22.44,23.97,25.53,0.5003,0.3600006,10.74,1.03,0.094,3,1
5016,551619,140.82468142,-0.56844663,140.82468142,-0.56844663,17.049,17.007,0.05742,0.05627,-20.09,1.15,19.19,20.72,22.27,0.0688,151.20999,10.19,1.23,0.123,8,0
5017,239259,217.12946499,1.64648668,217.12946499,1.64648668,16.355,16.377,0.08767,0.08681,-21.69,5.52,21.22,22.75,24.31,0.484,175.51999,10.7,1.11,0.125,3,0
5018,618133,214.55054164,0.35887886,214.55054164,0.35887886,15.856,15.77,0.0543,0.05342,-21.21,4.8,20.96,22.49,24.04,0.1091,150.29999,10.62,1.19,0.145,8,0
5019,618057,214.10002966,0.29350758,214.10002966,0.29350758,17.306,17.271,0.08542,0.0845,-20.78,1.48,19.85,21.38,22.94,0.217,106.0,10.47,1.3,0.143,3,0
5020,288803,180.20559667,1.69372839,180.20559667,1.69372839,15.557,15.53,0.04977,0.04852,-21.27,4.2,20.37,21.9,23.46,0.0878,95.009995,10.66,1.21,0.088,8,0
5021,535387,177.65912753,-0.8907316,177.65912753,-0.8907316,16.009,15.985,0.05268,0.05141,-20.91,3.24,19.98,21.51,23.07,0.3504,97.78,10.37,1.02,0.077,8,0
5022,272190,178.24168855,1.2878002,178.24168855,1.2878002,15.853,15.832,0.08224,0.08094,-22.13,3.7,20.37,21.9,23.46,0.1251,97.149994,10.96,1.23,0.077,8,0
5023,99149,181.37872742,0.8651469,181.37872742,0.8651469,17.646,17.819,0.05029,0.04905,-18.97,2.12,20.86,22.4,23.96,0.2287,59.410004,9.5,0.9,0.087,3,0
5024,14975,213.57315477,0.67150922,213.57315477,0.67150922,15.789,15.592,0.11477,0.11382,-23.19,5.58,21.04,22.57,24.13,0.1354,62.509995,11.5,1.46,0.126,4,0
5025,347368,137.45482857,2.26693565,137.45482857,2.26693565,16.585,16.542,0.10231,0.10116,-21.94,2.69,20.27,21.81,23.37,0.2753,58.450012,10.92,1.32,0.147,4,0
5026,16507,219.13744131,0.67635983,219.13744131,0.67635983,15.263,15.225,0.05673,0.05592,-21.86,5.32,20.35,21.88,23.44,0.293,20.570007,10.89,1.22,0.159,8,0
5027,299089,223.29633075,1.31983913,223.29633075,1.31983913,16.921,16.918,0.08826,0.08751,-21.22,1.74,19.17,20.7,22.26,0.5633,140.69,10.63,1.28,0.17,3,0
5028,485506,216.11639286,-1.82326922,216.11639286,-1.82326922,15.306,15.24,0.08402,0.08313,-22.77,6.37,20.82,22.36,23.91,0.2331,40.51001,11.31,1.35,0.173,8,0
5029,63275,215.28641557,-0.37787326,215.28641557,-0.37787326,14.399,14.308,0.05444,0.05357,-22.65,9.35,20.63,22.17,23.72,0.3132,153.95999,11.25,1.25,0.151,8,0
5030,16386,218.48507278,0.65278503,218.48507278,0.65278503,16.844,16.863,0.07937,0.07853,-20.99,2.69,20.16,21.69,23.25,0.496,40.940002,10.48,1.17,0.146,3,0
5031,238922,215.7872446,1.67158066,215.7872446,1.67158066,13.937,13.869,0.02702,0.02618,-21.52,6.33,19.53,21.06,22.62,0.1972,127.53,10.74,1.13,0.123,8,0
5032,551497,140.54745811,-0.49894156,140.54745811,-0.49894156,19.701,19.253,0.05392,0.05278,-17.9,1.47,22.12,23.66,25.21,0.01,56.90001,9.76,1.73,0.122,3,1
5033,186470,184.65302771,-1.51681145,184.65302771,-1.51681145,16.562,16.544,0.07038,0.06913,-21.04,1.54,18.73,20.26,21.82,0.4628,133.53,10.49,1.16,0.101,3,0
5034,48470,217.16033334,-0.8306571,217.16033334,-0.8306571,15.75,15.672,0.08042,0.07956,-22.23,3.53,20.23,21.77,23.32,0.1087,63.36,11.01,1.23,0.161,8,0
5035,70022,178.02230766,0.07408833,178.02230766,0.07408833,15.544,15.463,0.06116,0.05989,-21.79,4.09,20.39,21.92,23.48,0.0519,147.05,10.94,1.34,0.088,8,0
5036,143291,175.21195232,-1.31819845,175.21195232,-1.31819845,16.37,16.352,0.04615,0.04488,-20.25,3.96,20.87,22.41,23.96,0.2274,10.839996,10.17,1.11,0.066,8,0
5037,14567,212.1620895,0.65951785,212.1620895,0.65951785,16.662,16.455,0.11489,0.11392,-22.31,3.09,20.4,21.94,23.5,0.3963,169.42001,11.08,1.37,0.141,4,0
5038,537027,183.75397687,-0.91847495,183.75397687,-0.91847495,16.515,16.532,0.10576,0.10446,-22.03,5.19,21.56,23.1,24.65,0.2251,88.32001,10.95,1.32,0.079,4,0
5039,288877,180.49645765,1.68911469,180.49645765,1.68911469,16.561,16.524,0.07943,0.07815,-21.36,2.65,19.74,21.28,22.84,0.4978,85.380005,10.79,1.38,0.081,3,0
5040,69986,177.8443261,0.11732258,177.8443261,0.11732258,14.986,14.891,0.0486,0.04734,-21.85,5.63,20.26,21.8,23.35,0.2152,99.61,10.89,1.21,0.087,8,0
5041,396833,175.25669862,1.4933511,175.25669862,1.4933511,14.657,14.635,0.02003,0.01809,-20.07,5.54,19.68,21.22,22.78,0.3953,15.790009,10.12,1.07,0.079,8,0
5042,622350,132.76091171,0.65270512,132.76091171,0.65270512,15.907,15.855,0.08841,0.08733,-22.29,4.89,21.09,22.63,24.19,0.0825,108.08,11.1,1.33,0.139,8,0
5043,345887,131.55477408,2.08172797,131.55477408,2.08172797,16.162,16.155,0.11317,0.11208,-22.57,3.15,20.18,21.72,23.28,0.3313,34.92,11.16,1.33,0.222,4,0
5044,746907,221.69081619,-0.0982809,221.69081619,-0.0982809,18.676,15.559,0.10146,0.10066,-22.92,1.25,19.51,21.05,22.61,0.4452,159.29001,11.3,1.29,0.149,4,3
5045,518914,138.49302026,2.90266095,138.49302026,2.90266095,16.851,16.801,0.07336,0.07223,-20.86,2.73,20.48,22.02,23.58,0.3271,169.92,10.35,1.07,0.134,3,0
5046,347904,139.56662851,2.24567976,139.56662851,2.24567976,16.932,16.953,0.08823,0.08707,-21.16,3.53,21.25,22.79,24.35,0.2118,65.83,10.51,1.16,0.104,3,0
5047,144122,178.92954679,-1.4020164,178.92954679,-1.4020164,16.797,16.731,0.08369,0.08239,-21.26,2.18,20.13,21.67,23.22,0.1662,16.960007,10.63,1.27,0.104,3,0
5048,229220,221.22857872,1.03975596,221.22857872,1.03975596,17.746,17.695,0.03626,0.03551,-18.34,0.8,19.06,20.6,22.16,0.1613,160.03,9.37,1.04,0.157,8,0
5049,345845,131.33667803,2.0039701,131.33667803,2.0039701,15.108,15.008,0.07653,0.07548,-22.76,8.71,21.4,22.95,24.5,0.1563,50.899994,11.29,1.31,0.282,8,0
5050,220511,181.83441253,1.5541504,181.83441253,1.5541504,16.31,16.315,0.07897,0.0777,-21.55,3.6,20.36,21.91,23.46,0.3895,161.70001,10.81,1.33,0.103,3,0
5051,177644,177.36646265,-1.92476366,177.36646265,-1.92476366,16.762,16.779,0.08539,0.08408,-21.27,2.63,20.34,21.89,23.44,0.3168,10.049988,10.61,1.22,0.087,3,0
5052,594053,218.99785448,-0.12303721,218.99785448,-0.12303721,16.045,15.913,0.0568,0.05599,-21.17,2.24,19.42,20.97,22.52,0.1719,55.83,10.54,1.14,0.156,8,0
5053,64045,218.01800975,-0.3161747,218.01800975,-0.3161747,16.512,16.522,0.1056,0.10473,-22.02,4.7,21.29,22.84,24.39,0.3378,158.31999,10.97,1.35,0.169,4,0
5054,91989,214.45214764,0.51094782,214.45214764,0.51094782,16.93,16.636,0.05416,0.05328,-20.36,3.63,21.17,22.71,24.27,0.0945,85.47001,10.25,1.16,0.138,8,0
5055,16514,219.19499935,0.71982659,219.19499935,0.71982659,15.337,15.226,0.05749,0.05668,-21.9,3.37,19.67,21.21,22.77,0.1035,44.39,10.95,1.29,0.159,8,0
5056,493601,221.69920565,-1.21975837,221.69920565,-1.21975837,16.852,16.805,0.08389,0.0831,-21.17,1.17,18.93,20.48,22.03,0.1849,25.910004,10.44,1.04,0.192,3,1
5057,55048,180.33852192,-0.32636088,180.33852192,-0.32636088,17.219,17.221,0.08444,0.08315,-20.81,2.32,20.43,21.97,23.53,0.2728,46.649994,10.63,1.48,0.097,3,1
5058,231823,185.63656048,1.91485606,185.63656048,1.91485606,15.778,15.818,0.09215,0.09089,-22.43,4.88,20.94,22.49,24.05,0.1097,174.47,11.16,1.36,0.083,8,1
5059,23623,182.42032848,1.17285043,182.42032848,1.17285043,15.15,15.007,0.079,0.07773,-22.88,14.6,22.11,23.65,25.21,0.3747,9.950012,11.36,1.36,0.108,8,0
5060,287693,174.51455757,1.70051385,174.51455757,1.70051385,17.143,16.934,0.07511,0.07381,-20.83,1.05,18.49,20.04,21.59,0.4644,165.68,10.5,1.28,0.087,3,1
5061,184044,174.68052383,-1.54061921,174.68052383,-1.54061921,17.23,17.207,0.07911,0.0778,-20.66,1.01,19.13,20.68,22.23,0.0335,74.939995,10.43,1.29,0.079,3,0
5062,376033,131.80870779,1.36240142,131.80870779,1.36240142,14.913,14.79,0.04088,0.03986,-21.55,7.83,20.84,22.38,23.94,0.2285,57.48001,10.81,1.25,0.16,8,0
5063,84743,179.6870637,0.58907585,179.6870637,0.58907585,16.323,16.275,0.09669,0.09538,-22.07,4.22,21.22,22.77,24.33,0.0428,165.75,11.1,1.47,0.083,4,0
5064,8487,182.63585758,0.67750104,182.63585758,0.67750104,14.068,13.801,0.02196,0.02024,-21.13,8.0,20.2,21.74,23.3,0.2416,79.20001,10.59,1.13,0.107,8,0
5065,345523,129.85120101,1.86410899,129.85120101,1.86410899,16.794,16.73,0.07325,0.07223,-20.94,2.13,20.06,21.6,23.16,0.2662,88.22,10.42,1.1,0.269,3,0
5066,584998,180.81399233,-0.18870246,180.81399233,-0.18870246,16.592,16.565,0.11216,0.11084,-22.15,3.29,20.76,22.31,23.86,0.1795,149.17,10.97,1.3,0.089,4,0
5067,106366,215.75371082,0.90521125,215.75371082,0.90521125,16.461,16.471,0.10461,0.10371,-22.08,2.79,20.07,21.62,23.17,0.3786,169.54001,11.03,1.4,0.103,4,0
5068,323593,132.38784606,1.72802437,132.38784606,1.72802437,15.374,15.174,0.06993,0.06887,-22.41,4.7,20.19,21.74,23.3,0.2881,119.38,11.13,1.27,0.141,8,0
5069,375790,130.70639344,1.35129557,130.70639344,1.35129557,16.275,16.232,0.07856,0.07752,-21.63,2.44,19.82,21.37,22.92,0.2301,14.649994,10.83,1.32,0.159,3,0
5070,517685,133.31922803,2.62782031,133.31922803,2.62782031,16.213,16.198,0.10811,0.10701,-22.43,4.41,20.78,22.33,23.89,0.3877,62.549988,11.09,1.3,0.136,4,0
5071,30690,176.43730484,-1.18007356,176.43730484,-1.18007356,16.247,16.196,0.07079,0.06949,-21.4,2.45,19.9,21.45,23.01,0.09,65.26001,10.64,1.17,0.067,3,0
5072,381896,134.4123588,1.81916721,134.4123588,1.81916721,16.28,15.057,0.05425,0.05318,-21.95,18.71,21.61,23.17,24.72,0.6305,119.17,11.18,1.46,0.156,8,1
5073,376633,134.46605841,1.44321458,134.46605841,1.44321458,16.526,16.432,0.07295,0.07186,-21.28,3.85,20.88,22.43,23.99,0.2665,34.149994,10.76,1.36,0.173,3,1
5074,377562,138.01105131,1.64914047,138.01105131,1.64914047,16.24,16.231,0.07206,0.07093,-21.4,3.79,20.72,22.27,23.83,0.2188,116.4,10.68,1.21,0.127,3,0
5075,561488,183.86994796,-0.4996142,183.86994796,-0.4996142,16.468,16.481,0.02251,0.02087,-18.48,3.12,20.35,21.9,23.46,0.3111,172.09,9.32,0.88,0.075,8,0
5076,560038,179.0259583,-0.51556549,179.0259583,-0.51556549,16.79,16.72,0.10827,0.10694,-21.92,2.64,20.32,21.87,23.43,0.3168,56.520004,10.91,1.34,0.101,4,0
5077,302310,137.16741842,1.45489821,137.16741842,1.45489821,17.076,16.789,0.10172,0.10057,-21.7,2.47,20.56,22.11,23.67,0.1977,10.68,10.93,1.33,0.142,4,1
5078,288990,180.91589263,1.69304796,180.91589263,1.69304796,16.214,16.208,0.07893,0.07765,-21.68,2.84,20.07,21.62,23.18,0.2152,48.859985,10.87,1.34,0.075,3,0
5079,205154,140.66253196,-0.38727904,140.66253196,-0.38727904,17.13,17.064,0.05956,0.05841,-20.13,1.79,19.07,20.63,22.18,0.6684,147.38,10.16,1.18,0.108,8,0
5080,238593,214.85974466,1.65995969,214.85974466,1.65995969,15.504,15.342,0.07732,0.07643,-22.45,1.99,18.7,20.25,21.81,0.177,105.79,10.9,0.96,0.142,3,0
5081,622476,133.64846172,0.64088114,133.64846172,0.64088114,16.984,16.538,0.10423,0.10312,-22.0,4.11,20.99,22.54,24.1,0.4721,74.5,11.0,1.4,0.2,4,0
5082,271426,174.18498813,1.30144311,174.18498813,1.30144311,16.129,16.083,0.07599,0.07469,-21.68,10.27,22.25,23.81,25.36,0.3721,139.41,10.84,1.28,0.089,3,0
5083,215336,133.65345591,0.62811295,133.65345591,0.62811295,16.301,16.21,0.114,0.11288,-22.58,3.11,20.39,21.94,23.5,0.1493,80.22998,11.31,1.52,0.203,4,1
5084,534755,174.89950562,-0.99105274,174.89950562,-0.99105274,16.649,16.594,0.07847,0.07716,-21.25,2.45,19.69,21.24,22.8,0.4808,159.81,10.66,1.29,0.07,3,0
5085,508981,219.18576957,-1.45083401,219.18576957,-1.45083401,16.555,16.552,0.08631,0.08548,-21.52,2.91,20.16,21.71,23.27,0.4191,162.14,10.63,1.14,0.151,3,0
5086,512313,218.4419121,-1.07229976,218.4419121,-1.07229976,16.168,16.16,0.08254,0.0817,-21.8,3.06,20.3,21.85,23.41,0.1999,34.53,10.79,1.18,0.158,3,0
5087,105418,211.713587,0.84950481,211.713587,0.84950481,15.934,15.935,0.0496,0.04868,-20.81,5.98,21.26,22.82,24.38,0.0598,51.089996,10.26,0.94,0.156,8,0
5088,508004,215.429487,-1.67803649,215.429487,-1.67803649,16.717,15.856,0.10308,0.10216,-22.65,2.83,20.14,21.7,23.25,0.0205,35.820007,11.25,1.38,0.186,4,0
5089,388236,139.26382583,2.46292872,139.26382583,2.46292872,18.215,18.01,0.05591,0.05479,-19.05,29.35,25.42,26.98,28.53,0.3732,44.660004,9.49,0.77,0.112,3,1
5090,610478,180.37455226,0.3513382,180.37455226,0.3513382,16.471,16.396,0.10634,0.10502,-22.2,3.54,20.91,22.47,24.02,0.0971,120.8,11.04,1.36,0.114,4,0
5091,508943,219.04470673,-1.50269181,219.04470673,-1.50269181,16.731,16.747,0.08919,0.08835,-21.38,2.89,20.45,22.0,23.56,0.4073,122.97,10.58,1.11,0.145,3,0
5092,62323,212.39099613,-0.29083697,212.39099613,-0.29083697,16.981,16.966,0.07137,0.07043,-20.66,1.86,19.69,21.25,22.8,0.3946,76.109985,10.41,1.26,0.155,3,0
5093,300406,129.40513092,1.07307332,129.40513092,1.07307332,15.146,14.987,0.05185,0.05085,-21.9,6.25,20.63,22.18,23.74,0.2164,54.20999,10.92,1.23,0.2,8,0
5094,568130,214.0815269,-0.43101876,214.0815269,-0.43101876,16.049,16.046,0.07844,0.07753,-21.81,4.14,20.92,22.48,24.04,0.0306,151.38,10.87,1.26,0.164,3,0
5095,78659,218.10825241,0.0575628,218.10825241,0.0575628,16.366,16.254,0.09383,0.09297,-22.04,3.02,20.19,21.75,23.31,0.3472,47.960007,10.99,1.35,0.156,8,0
5096,54917,179.97383992,-0.32519603,179.97383992,-0.32519603,17.858,17.843,0.08559,0.08429,-20.19,2.64,21.51,23.07,24.63,0.2011,33.089996,10.33,1.42,0.107,3,0
5097,62990,214.13823102,-0.29320559,214.13823102,-0.29320559,16.943,16.925,0.07822,0.07731,-20.9,2.84,20.71,22.27,23.83,0.261,10.679993,10.46,1.21,0.148,3,0
5098,107640,221.53812448,0.86551481,221.53812448,0.86551481,16.818,16.682,0.07501,0.07423,-21.04,1.73,19.9,21.46,23.02,0.3295,130.62,10.34,0.97,0.211,3,0
5099,100125,185.67566455,0.9402917,185.67566455,0.9402917,16.227,16.158,0.11457,0.11328,-22.63,4.58,21.25,22.81,24.37,0.0994,80.42999,11.23,1.39,0.087,4,0
5100,177138,175.81306289,-1.93461344,175.81306289,-1.93461344,16.588,16.582,0.10979,0.10844,-22.08,3.13,20.73,22.29,23.84,0.1064,66.95,11.06,1.44,0.072,4,0
5101,568242,214.37642432,-0.49853409,214.37642432,-0.49853409,17.391,17.33,0.08527,0.08435,-20.7,2.48,20.89,22.45,24.01,0.3363,114.31,10.42,1.27,0.172,3,0
5102,227617,214.32397858,1.22152981,214.32397858,1.22152981,16.172,16.077,0.05515,0.05426,-20.94,4.97,21.31,22.87,24.42,0.1588,79.21999,10.52,1.2,0.151,8,0
5103,743221,216.28078695,-1.04775347,216.28078695,-1.04775347,18.7,15.888,0.10424,0.10334,-22.64,1.28,20.2,21.76,23.32,0.2916,15.680008,11.21,1.32,0.194,4,1
5104,79750,222.91686943,0.04639488,222.91686943,0.04639488,16.255,16.186,0.10049,0.09972,-22.22,3.4,20.43,21.99,23.55,0.2541,136.9,10.98,1.23,0.171,4,0
5105,177522,177.05980565,-1.98328515,177.05980565,-1.98328515,16.117,16.108,0.10457,0.10323,-22.43,3.75,20.87,22.44,23.99,0.0556,144.15,11.17,1.4,0.071,4,0
5106,514214,140.48495777,2.6922939,140.48495777,2.6922939,15.564,15.417,0.08728,0.08611,-22.69,9.25,22.03,23.59,25.15,0.1637,25.89,11.26,1.33,0.171,8,0
5107,106255,215.295047,0.84958684,215.295047,0.84958684,16.724,16.706,0.08573,0.08483,-21.32,3.0,20.5,22.07,23.62,0.3572,43.89,10.6,1.19,0.132,3,0
5108,371082,129.97878532,1.00062824,129.97878532,1.00062824,16.895,16.872,0.08168,0.08064,-21.11,16.08,23.25,24.82,26.37,0.6093,111.25001,10.76,1.34,0.172,3,1
5109,536962,183.52051198,-0.89410391,183.52051198,-0.89410391,15.815,15.757,0.08278,0.0815,-22.21,3.72,20.34,21.9,23.46,0.1117,131.70999,11.08,1.34,0.083,8,0
5110,323246,131.01756752,1.57896654,131.01756752,1.57896654,15.938,15.952,0.06333,0.0623,-21.37,2.69,19.82,21.38,22.94,0.1904,128.08,10.61,1.12,0.165,3,0
5111,84894,180.07518932,0.54359247,180.07518932,0.54359247,16.798,16.813,0.10656,0.10524,-21.78,1.72,19.46,21.03,22.58,0.3464,146.81,10.96,1.46,0.102,4,0
5112,144365,179.80850149,-1.29867789,179.80850149,-1.29867789,16.69,16.658,0.08354,0.08224,-21.35,3.31,20.71,22.27,23.83,0.2866,19.940002,10.71,1.31,0.083,3,0
5113,300612,130.1796572,1.13661969,130.1796572,1.13661969,16.28,16.282,0.11243,0.11136,-22.46,2.92,20.88,22.44,24.0,0.1486,10.139999,11.08,1.27,0.162,4,0
5114,372176,134.62933378,1.00327602,134.62933378,1.00327602,16.605,16.483,0.07141,0.07032,-21.15,3.33,20.66,22.23,23.79,0.26,33.98999,10.65,1.3,0.18,3,1
5115,239561,218.22153118,1.54002637,218.22153118,1.54002637,15.951,15.915,0.11357,0.11271,-22.83,3.49,20.33,21.9,23.45,0.1971,32.420013,11.26,1.32,0.166,4,0
5116,77399,213.11743121,0.09652304,213.11743121,0.09652304,16.908,16.894,0.05507,0.05416,-20.12,1.79,19.39,20.96,22.52,0.4788,14.450012,10.19,1.2,0.176,8,0
5117,136402,174.73594132,-1.77505385,174.73594132,-1.77505385,16.595,16.524,0.10749,0.10614,-22.08,4.86,21.29,22.86,24.41,0.3809,136.76001,11.0,1.35,0.091,4,0
5118,376705,134.78010203,1.44101423,134.78010203,1.44101423,14.987,14.925,0.05317,0.0521,-22.01,4.53,19.92,21.49,23.05,0.2157,138.37,10.96,1.23,0.203,8,0
5119,143545,176.48415865,-1.34923912,176.48415865,-1.34923912,16.016,16.041,0.09768,0.09635,-22.34,12.67,22.33,23.9,25.46,0.5086,71.03,11.01,1.22,0.058,4,0
5120,69742,176.39498894,0.15240433,176.39498894,0.15240433,16.889,16.839,0.107,0.10566,-21.77,4.06,21.52,23.09,24.64,0.0657,86.22,10.92,1.42,0.109,4,0
5121,14601,212.20046472,0.81208687,212.20046472,0.81208687,16.77,16.766,0.11436,0.11339,-22.01,3.89,21.17,22.74,24.29,0.2994,33.509995,10.98,1.39,0.148,4,0
5122,287692,174.50646892,1.70248176,174.50646892,1.70248176,15.124,14.94,0.07512,0.07382,-22.83,9.04,21.49,23.06,24.61,0.034,30.589996,11.36,1.32,0.087,8,0
5123,508593,217.56786242,-1.59370268,217.56786242,-1.59370268,15.902,15.906,0.05731,0.05647,-21.19,4.09,20.71,22.29,23.84,0.091,164.78,10.58,1.17,0.179,8,0
5124,79866,223.45444216,0.08965906,223.45444216,0.08965906,15.391,15.384,0.04465,0.04393,-21.16,3.43,19.7,21.27,22.82,0.2657,97.0,10.64,1.23,0.185,8,0
5125,92778,217.4548065,0.52227959,217.4548065,0.52227959,17.08,17.085,0.08766,0.0868,-21.03,2.92,20.55,22.13,23.68,0.4879,101.92999,10.44,1.13,0.139,3,0
5126,288656,179.63609297,1.69399916,179.63609297,1.69399916,15.956,15.937,0.08119,0.0799,-21.99,7.87,21.61,23.18,24.74,0.482,169.73,10.84,1.11,0.08,3,0
5127,7969,180.03364558,0.67385043,180.03364558,0.67385043,16.037,15.976,0.08683,0.08554,-22.12,5.17,21.03,22.6,24.15,0.1772,161.03,11.02,1.32,0.091,8,0
5128,492941,218.85667048,-1.39906755,218.85667048,-1.39906755,16.45,16.463,0.05656,0.05574,-20.6,3.45,20.8,22.37,23.92,0.1773,3.600006,10.35,1.17,0.154,8,0
5129,215039,132.58238258,0.56616095,132.58238258,0.56616095,16.603,16.49,0.06817,0.06711,-21.0,2.34,19.18,20.76,22.31,0.6459,84.369995,10.48,1.16,0.165,3,0
5130,210467,138.48371402,0.05958424,138.48371402,0.05958424,17.243,17.144,0.09372,0.09256,-21.13,1.98,20.24,21.82,23.37,0.2495,79.899994,10.63,1.35,0.1,3,0
5131,205093,140.60279087,-0.41869946,140.60279087,-0.41869946,17.325,17.28,0.05425,0.05311,-19.7,0.99,18.34,19.92,21.47,0.5696,60.03,10.01,1.2,0.116,8,0
5132,301994,135.90665676,1.29667124,135.90665676,1.29667124,16.862,16.854,0.09483,0.0937,-21.45,4.72,20.99,22.57,24.12,0.6259,86.03,10.66,1.23,0.17,3,0
5133,371264,130.77893407,0.96276687,130.77893407,0.96276687,16.378,16.39,0.07809,0.07705,-21.46,2.9,20.38,21.96,23.51,0.1587,16.679993,10.68,1.2,0.149,3,0
5134,251075,217.04925557,1.93918094,217.04925557,1.93918094,17.269,17.224,0.08801,0.08715,-20.9,3.8,21.34,22.91,24.47,0.3161,86.29,10.55,1.33,0.109,3,1
5135,137630,178.94416915,-1.73481311,178.94416915,-1.73481311,16.733,16.759,0.0828,0.0815,-21.2,2.13,19.96,21.54,23.09,0.2257,87.119995,10.46,1.05,0.083,3,0
5136,527984,140.62888732,-0.85951686,140.62888732,-0.85951686,15.381,15.4,0.05614,0.05499,-21.66,5.3,20.55,22.13,23.68,0.2569,30.420013,10.79,1.2,0.126,8,0
5137,493904,222.8925339,-1.13402254,222.8925339,-1.13402254,18.62,17.612,0.07802,0.07726,-20.26,1.15,20.26,21.83,23.39,0.3784,172.81999,10.6,1.55,0.17,3,1
5138,559879,178.55104143,-0.48185129,178.55104143,-0.48185129,17.213,17.058,0.0082,0.00619,-15.67,14.01,25.9,27.48,29.04,0.1776,176.44,8.04,0.66,0.098,8,0
5139,319196,213.75530808,1.92117838,213.75530808,1.92117838,16.553,16.577,0.05402,0.05313,-20.38,2.11,19.91,21.49,23.04,0.2004,149.13,10.17,1.06,0.172,8,0
5140,492792,218.466263,-1.34588066,218.466263,-1.34588066,17.11,17.067,0.07349,0.07265,-20.61,4.02,20.79,22.37,23.92,0.6706,114.8,10.39,1.23,0.149,3,0
5141,209680,134.48904486,0.17119032,134.48904486,0.17119032,14.938,14.846,0.05402,0.05295,-22.14,7.67,20.91,22.49,24.04,0.1707,91.740005,11.11,1.35,0.105,8,0
5142,47192,211.69329528,-0.78808263,211.69329528,-0.78808263,16.372,16.312,0.11075,0.10977,-22.34,7.51,22.19,23.77,25.32,0.2799,69.14,10.91,1.09,0.177,4,0
